kamera,fx,fy,cx,cy,d1,d2,d3,d4,d5
0,3037.22265625,3032.374755859375,1999.373046875,1499.027587890625,0.0055186571553349495,-0.019736168906092644,-0.002171937143430114,0.0006705523701384664,0.02517293021082878
