marker,ecke,x,y,z
26,0,2.1196800213925373,-2.892866036857456,4.861267254984456
26,1,2.17438907467471,-2.8353637863902676,1.0272064298532826
26,2,-1.7672106193669066,-2.8550801344120575,1.0879532061301962
26,3,-1.8363784152355327,-2.9668589234949274,4.808150867346336
28,0,3.233599875713088,-1.7884180739131241,4.779784392843146
28,1,3.280882229950894,2.141479464223733,4.726545270618399
28,2,3.2877605171962747,2.116710182013398,0.8523722225762032
28,3,3.215666138024951,-1.8220463456280354,0.8511485438485927
30,0,-1.6110641466376627,-1.7508358980124599,5.4375416722132375
30,1,-1.6012081390736996,2.1859377995063722,5.445950442219664
30,2,2.239728792448495,2.1329743657348685,5.39648501036563
30,3,2.2147127047487927,-1.7735898185156003,5.44141342816497
31,0,-2.3879572339534154,-1.754166300494521,0.5793904861298848
31,1,-2.304220234657622,2.1457423992816653,0.609252880005646
31,2,-2.387217644352146,2.1773099554050215,4.479958443172504
31,3,-2.458738750909192,-1.770266876178424,4.512656796829004
27,0,-1.559665994833565,3.1154503798530904,0.6689309437743506
27,1,2.3903197037985797,3.12077620899001,0.7391962079033882
27,2,2.3471319658862457,3.0845329210766974,4.588465028121276
27,3,-1.6044063720165034,3.091515199097808,4.534715441180866
29,0,2.0,-2.0,0.0
29,1,2.0,2.0,0.0
29,2,-2.0,2.0,0.0
29,3,-2.0,-2.0,0.0
24,0,-3.3724802513527283,-6.100395583205859,0.041924073675377496
24,1,3.600246014208196,-6.076828671411794,-0.16962143954164632
24,2,3.54247454840929,-13.048209964628187,-0.09942972538821464
24,3,-3.2189060781907157,-12.869731755465022,0.023553148667789355
3,0,20.843884285354893,31.060924760319576,5.663384722591699
3,1,20.865589996071012,31.049236059613325,2.316286602026286
3,2,17.70691627921494,32.1716688548221,2.31068434523765
3,3,17.681313171810785,32.1728357171655,5.65771053755992
5,0,-30.387912547002028,-21.223537220135224,17.49640797646324
5,1,-28.057301134714493,-23.60927893368467,17.510029577523728
5,2,-27.937463158348415,-23.4666963090201,20.843399341135267
5,3,-30.265610597213048,-21.07621720979396,20.836480798099753
1,0,-6.230630780275101,-35.76443178630263,17.447172220554314
1,1,-2.8860837476471417,-35.818710818803304,17.462970472308776
1,2,-2.910190165629618,-35.7609180216384,20.816418646714116
1,3,-6.258206043554048,-35.70275562632804,20.80336846246453
6,0,10.187878542100691,-36.38194462930764,5.972400742508352
6,1,10.095841039856394,-36.36463319022507,2.6984039531110944
6,2,13.322363702600763,-35.6083089716718,2.660325860931544
6,3,13.40771071564303,-35.63553662319474,5.9359107611519635
11,0,-19.687081034920762,-32.85505347196363,6.167939695963291
11,1,-19.655170668283365,-32.877328556520666,2.829802938247253
11,2,-16.72329040242379,-34.49697861168359,2.9032436649088376
11,3,-16.75483155434015,-34.48027182852783,6.218812439663047
15,0,31.217055623739604,-19.347029982385337,5.862768317888743
15,1,31.21712385817074,-19.356855772135585,2.5212734647333512
15,2,33.15466108743548,-16.602539226410006,2.503473000336443
15,3,33.16398549592188,-16.608739276032388,5.839635174706465
7,0,33.12252995927134,16.825827898247574,5.658116173108858
7,1,33.11425850384701,16.859180240016958,2.3296158945280845
7,2,31.01125676746911,19.456517394693147,2.3792897953000667
7,3,30.998759405550533,19.408942200525157,5.7090326007796
9,0,28.6208723652025,21.763340085108112,16.888390635163084
9,1,26.289560026456282,24.15390560201447,16.959152274808584
9,2,26.39604321633913,24.152114669524668,20.316546173530526
9,3,28.724451962482792,21.7554876734418,20.24944065223253
10,0,35.346700943197526,-5.193841519308682,16.703161951858988
10,1,35.406313077601794,-1.8483486720783153,16.70110181995624
10,2,35.16533328612083,-1.84308179473312,20.056067304687964
10,3,35.12181664352606,-5.187952325472482,20.05890727761081
12,0,-36.853727477372516,5.970656313796275,19.44880601754986
12,1,-36.9004980308751,2.6298832554694473,19.44602222888061
12,2,-36.8613433763879,2.6359900364290962,22.813047428874384
12,3,-36.794794143767426,5.975632411211075,22.81490901865832
4,0,-35.94460462537116,-15.095490522028998,6.08282683926617
4,1,-35.92294022216584,-15.116966726954725,2.7593879571541113
4,2,-33.950347170360274,-17.813014197127696,2.7774866645061347
4,3,-33.956781641636205,-17.797136877068947,6.106633316632498
0,0,-30.610795839860057,-21.231713886312797,32.71506260233221
0,1,-28.264596386150192,-23.61410303106336,32.72203208751128
0,2,-27.977574082804903,-23.314481585442266,36.06540259752052
0,3,-30.332979199255014,-20.931533384261034,36.073858455783935
8,0,-21.91345626670463,30.03811797439705,25.2518838165129
8,1,-24.353920060328342,27.752997127655544,25.29146816458526
8,2,-24.217351002136468,27.655383118685005,28.640603877117456
8,3,-21.773005489879438,29.944305364564094,28.61080756420215
2,0,4.95121461711955,36.13257216825038,16.755244090925007
2,1,1.59831662099057,36.12091752735844,16.730037939187937
2,2,1.5825442646308214,36.44064437745313,20.079847323650547
2,3,4.939242775658994,36.44831791225736,20.106617088896495
19,0,-6.092769416742799,-35.988369635790264,31.809535788994477
19,1,-2.74154118640006,-36.01325097522961,31.7824646729667
19,2,-2.7244645274919126,-35.72328533645551,35.13407713656691
19,3,-6.07914519555592,-35.70187301204997,35.16325268105701
22,0,35.9259305250673,-5.198603429747132,33.00307655391
22,1,35.88611785791073,-1.8846620055888332,32.988586635908796
22,2,35.12131195031592,-1.825206562261963,36.25124785026068
22,3,35.156433023718876,-5.155380796820078,36.26921545536229
25,0,3.210048784859175,5.926284189520291,-0.1784268443101817
25,1,-3.8108428311693134,5.953555649178209,-0.13908234638972325
25,2,-3.7810552586383,13.051044863794916,-0.11048729259826943
25,3,3.2442452647489763,12.995146370619139,-0.13463199826044625
