kamera,fx,fy,cx,cy,d1,d2,d3,d4,d5
0,3384.714339846841,3385.9377470012123,2304.089289893984,1295.9836650760276,-0.0003132608314486457,-3.307766315624617e-05,-0.0003336849176744189,0.000276066018839951,-3.20676726585595e-06
